MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
98607  1947.150041  25961  110  147 -0.13507 -0.0          +22  0.01407  0.0          0  LossChiral    NoChange   1.07426      99.0               1               1    0
98608  1947.150041  25961  110  148 -0.12209 -0.0          +22  0.02605  0.0          0  LossChiral    NoChange   1.06830      99.0               1               1    0
98609  1947.150041  25961  110  149 -0.09347 -0.0          +22  0.03330  0.0          0  LossChiral    NoChange   1.06465      99.0               1               1    0
98610  1947.150041  25961  111  146 -0.21772 -0.0          +22 -0.01099 -0.0          0  LossChiral    NoChange   1.08274      99.0               1               1    0
98611  1947.150041  25961  111  147 -0.19013 -0.0          +22  0.01174  0.0          0  LossChiral    NoChange   1.06565      99.0               1               1    0
98612  1947.150041  25961  111  148 -0.17300 -0.0          +22  0.02347  0.0          0  LossChiral    NoChange   1.06130      99.0               1               1    0
98613  1947.150041  25961  111  149 -0.14393 -0.0          +22  0.03334  0.0          0  LossChiral    NoChange   1.06005      99.0               1               1    0
tag: P31142_1URH_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P31142_1URH_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P31142_t46_f-706_Q0.966.pdb -p 1

####################################################################################################
LOSS P0AES0 6
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0AES0_2IO9_B/Q/P0AES0_2IO9_B_t6.Q
(2600,) 447 0.9222042139384116 2153 0.9222042139384116
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0AES0_2IO9_B/Quenching/P0AES0_2IO9_B_t6_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0AES0_2IO9_B/setup/P0AES0_2IO9_B_rebuilt_clean_ca.psf
Frame -2153 successfully saved to ./highQ_Misfoled_Candidates/P0AES0_t6_f-2153_Q0.922.pdb.
frame: 24514
frame_EntInfo:
          Time(ns)  Frame    i    j       gn   Gn  crossingsN       gc   Gc      crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
27903  1838.625039  24514  215  352  0.18270  0.0         0.0 -0.25212 -0.0  +583,-594,+611    NoChange  LossChiral  99.00000   1.00196               1               3    3
27904  1838.625039  24514  215  353  0.17778  0.0         0.0 -0.19936 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   1.01654               1               3    3
27905  1838.625039  24514  220  351 -0.09253 -0.0         0.0 -0.24687 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.95870               1               3    3
27906  1838.625039  24514  220  352 -0.09811 -0.0         0.0 -0.24838 -0.0  +584,-595,+611    NoChange  LossChiral  99.00000   1.00172               1               3    3
27907  1838.625039  24514  221  352 -0.08313 -0.0         0.0 -0.24360 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.99829               1               3    3
27908  1838.625039  24514  225  348 -0.08918 -0.0         0.0 -0.31965 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.96124               1               3    3
27909  1838.625039  24514  225  351 -0.15823 -0.0         0.0 -0.23558 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.95660               1               3    3
27910  1838.625039  24514  226  344 -0.06986 -0.0         0.0 -0.27856 -0.0  +583,-595,+609    NoChange  LossChiral  99.00000   0.95769               1               3    3
27911  1838.625039  24514  226  347 -0.13287 -0.0         0.0 -0.23830 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.95324               1               3    3
27912  1838.625039  24514  226  348 -0.11088 -0.0         0.0 -0.30605 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.95416               1               3    3
27913  1838.625039  24514  232  393 -0.11812 -0.0         0.0  0.29714  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.91861               1               3    3
27914  1838.625039  24514  232  396 -0.12695 -0.0         0.0  0.30196  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.90566               1               3    3
27915  1838.625039  24514  232  397 -0.14531 -0.0         0.0  0.13488  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.91100               1               3    3
27916  1838.625039  24514  235  392 -0.15696 -0.0         0.0  0.42025  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.91308               1               3    3
27917  1838.625039  24514  235  393 -0.18611 -0.0         0.0  0.26342  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.91888               1               3    3
27918  1838.625039  24514  236  392 -0.13072 -0.0         0.0  0.43433  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.90745               1               3    3
27919  1838.625039  24514  236  393 -0.15927 -0.0         0.0  0.27830  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.91392               1               3    3
27920  1838.625039  24514  239  389 -0.13540 -0.0         0.0  0.39790  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.89700               1               3    3
27921  1838.625039  24514  239  390 -0.15568 -0.0         0.0  0.26763  0.0  +584,-594,+611    NoChange  LossChiral  99.00000   0.91612               1               3    3
27922  1838.625039  24514  244  340 -0.06567 -0.0         0.0 -0.24670 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.96110               1               3    3
27923  1838.625039  24514  244  344 -0.07738 -0.0         0.0 -0.25770 -0.0  +583,-594,+611    NoChange  LossChiral  99.00000   0.95463               1               3    3
27924  1838.625039  24514  244  345 -0.11428 -0.0         0.0 -0.29953 -0.0  +583,-595,+611    NoChange  LossChiral  99.00000   0.95628               1               3    3
27925  1838.625039  24514  249  352 -0.05418 -0.0         0.0 -0.27147 -0.0  +584,-594,+612    NoChange  LossChiral  99.00000   1.00174               1               3    3
27926  1838.625039  24514  292  447  0.01325  0.0         0.0  0.11275  0.0            +487    NoChange  LossChiral  99.00000   0.94416               1               1    2
27927  1838.625039  24514  293  447 -0.01670 -0.0         0.0  0.10357  0.0            +487    NoChange  LossChiral  99.00000   0.95916               1               1    2
27928  1838.625039  24514  293  451 -0.00364 -0.0         0.0  0.10953  0.0            +487    NoChange  LossChiral  99.00000   0.94791               1               1    2
27929  1838.625039  24514  295  460  0.02696  0.0         0.0  0.16215  0.0            +487    NoChange  LossChiral  99.00000   1.06564               1               1    2
27930  1838.625039  24514  295  461  0.02555  0.0         0.0  0.21418  0.0            +487    NoChange  LossChiral  99.00000   0.96782               1               1    2
27931  1838.625039  24514  296  461 -0.00009 -0.0         0.0  0.22820  0.0            +487    NoChange  LossChiral  99.00000   0.95928               1               1    2
27932  1838.625039  24514  340  610 -0.42629 -0.0         0.0  0.00000  0.0               0  LossChiral    NoChange   1.06093  99.00000               1               1    0
27933  1838.625039  24514  341  594 -0.29987 -0.0       333.0  0.25083  0.0               0  LossChiral    NoChange   1.02566  99.00000               1               1    1
27934  1838.625039  24514  341  595 -0.29010 -0.0       333.0  0.24527  0.0               0  LossChiral    NoChange   1.03418  99.00000               1               1    1
27935  1838.625039  24514  341  610 -0.29361 -0.0         0.0  0.00000  0.0               0  LossChiral    NoChange   1.04115  99.00000               1               1    0
27936  1838.625039  24514  345  612 -0.26395 -0.0       334.0  0.00000  0.0               0  LossChiral    NoChange   1.02293  99.00000               1               1    1
27937  1838.625039  24514  348  612 -0.27110 -0.0       335.0  0.00000  0.0               0  LossChiral    NoChange   1.00228  99.00000               1               1    1
27938  1838.625039  24514  356  616 -0.04461 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   1.00237  99.00000               1               1    1
27939  1838.625039  24514  357  614 -0.08554 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   1.00223  99.00000               1               1    1
27940  1838.625039  24514  357  615 -0.07898 -0.0       334.0  0.00000  0.0               0  LossChiral    NoChange   0.98210  99.00000               1               1    1
27941  1838.625039  24514  357  616 -0.05343 -0.0       334.0  0.00000  0.0               0  LossChiral    NoChange   1.01840  99.00000               1               1    1
27942  1838.625039  24514  357  617 -0.04460 -0.0       334.0  0.00000  0.0               0  LossChiral    NoChange   1.02808  99.00000               1               1    1
27943  1838.625039  24514  358  614 -0.10249 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   1.01146  99.00000               1               1    1
27944  1838.625039  24514  358  615 -0.09445 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   0.99066  99.00000               1               1    1
27945  1838.625039  24514  358  616 -0.06994 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   1.02700  99.00000               1               1    1
27946  1838.625039  24514  359  613 -0.15699 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   1.01045  99.00000               1               1    1
27947  1838.625039  24514  359  614 -0.08803 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   1.01945  99.00000               1               1    1
27948  1838.625039  24514  359  615 -0.07381 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   0.99395  99.00000               1               1    1
27949  1838.625039  24514  360  593 -0.00722 -0.0       333.0  0.09764  0.0               0  LossChiral    NoChange   1.01837  99.00000               1               1    1
27950  1838.625039  24514  360  594 -0.11706 -0.0       333.0  0.10429  0.0               0  LossChiral    NoChange   1.02059  99.00000               1               1    1
27951  1838.625039  24514  360  595 -0.15020 -0.0       333.0  0.09749  0.0               0  LossChiral    NoChange   1.02144  99.00000               1               1    1
27952  1838.625039  24514  360  613 -0.12000 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   0.99865  99.00000               1               1    1
27953  1838.625039  24514  360  615 -0.02451 -0.0       333.0  0.00000  0.0               0  LossChiral    NoChange   0.97477  99.00000               1               1    1
27954  1838.625039  24514  361  593 -0.01638 -0.0       334.0  0.08536  0.0               0  LossChiral    NoChange   0.97953  99.00000               1               1    1
27955  1838.625039  24514  361  594 -0.12863 -0.0       333.0  0.09133  0.0               0  LossChiral    NoChange   0.98152  99.00000               1               1    1
